DESTINATION,COMMERCIAL FLAG,CITY,REGION,COUNTRY,FLIGH DIRECTION,FLIGHT TYPE,DATE,DATE YEAR,DATE HALF YEAR,DATE YEAR QUARTER,DATE YEAR MONTH,NBR OF PASSENGERS,CARGO WEIGHT,NBR OF FLIGHTS,SEAT CAPACITY
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Outgoing,Scheduled,3/1/2010,2010,2010H1,2010Q1,201003,"1,504",0,9,"1,701"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Outgoing,Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,"1,625",0,10,"1,890"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Incoming,Scheduled,4/1/2012,2012,2012H1,2012Q2,201204,"1,221",0,8,"1,512"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Incoming,Scheduled,2/1/2009,2009,2009H1,2009Q1,200902,"1,490",0,13,"2,457"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Incoming,Scheduled,3/1/2010,2010,2010H1,2010Q1,201003,"1,391",0,9,"1,701"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Incoming,Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,"1,398",0,10,"1,890"
Bristol/Filton,Commercial,Bristol,,United Kingdom,Incoming,Non Scheduled,12/1/2008,2008,2008H2,2008Q4,200812,0,0,1,50
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Outgoing,Scheduled,3/1/2012,2012,2012H1,2012Q1,201203,282,0,2,378
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Outgoing,Scheduled,5/1/2008,2008,2008H1,2008Q2,200805,"1,666",0,12,"2,268"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Outgoing,Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,"1,695",0,13,"2,457"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Outgoing,Scheduled,7/1/2010,2010,2010H2,2010Q3,201007,"1,594",0,9,"1,701"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Outgoing,Scheduled,6/1/2010,2010,2010H1,2010Q2,201006,"1,445",0,8,"1,512"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Outgoing,Scheduled,10/1/2010,2010,2010H2,2010Q4,201010,"1,402",0,8,"1,512"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Incoming,Scheduled,6/1/2012,2012,2012H1,2012Q2,201206,"1,460",0,9,"1,701"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Incoming,Scheduled,5/1/2012,2012,2012H1,2012Q2,201205,"1,379",0,9,"1,701"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Incoming,Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,"1,284",0,10,"1,890"
Bristol/Lulsgate,Commercial,Bristol,,United Kingdom,Incoming,Scheduled,9/1/2008,2008,2008H2,2008Q3,200809,"1,118",0,8,"1,512"
Brno,Commercial,Brno,,Czech Republic,Outgoing,Non Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,0,0,1,0
Brno,Commercial,Brno,,Czech Republic,Incoming,Non Scheduled,7/1/2009,2009,2009H2,2009Q3,200907,0,0,2,309
Brno,Commercial,Brno,,Czech Republic,Incoming,Non Scheduled,10/1/2008,2008,2008H2,2008Q4,200810,0,0,1,189
Brno,Commercial,Brno,,Czech Republic,Incoming,Non Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,0,0,1,0
Brno,Commercial,Brno,,Czech Republic,Incoming,Non Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,0,0,1,180
Brno,Commercial,Brno,,Czech Republic,Incoming,Non Scheduled,9/1/2009,2009,2009H2,2009Q3,200909,0,0,3,337
Brno,Commercial,Brno,,Czech Republic,Outgoing,Non Scheduled,9/1/2010,2010,2010H2,2010Q3,201009,0,0,1,0
Brno/Turany,Commercial,Brno,,Czech Republic,Incoming,Non Scheduled,2/1/2011,2011,2011H1,2011Q1,201102,0,0,1,0
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,4/1/2011,2011,2011H1,2011Q2,201104,296,0,2,298
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,11/1/2007,2007,2007H2,2007Q4,200711,0,179,1,97
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,3/1/2008,2008,2008H1,2008Q1,200803,0,0,2,250
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,2/1/2009,2009,2009H1,2009Q1,200902,9,0,1,128
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,248,0,2,340
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,131,0,2,340
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,3/1/2011,2011,2011H1,2011Q1,201103,"7,475","13,550",111,"12,262"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,5/1/2007,2007,2007H1,2007Q2,200705,"10,272","6,889",133,"14,754"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,3/1/2009,2009,2009H1,2009Q1,200903,"6,675",360,110,"12,147"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,4/1/2009,2009,2009H1,2009Q2,200904,"6,651",0,103,"11,167"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,"7,025",0,107,"10,904"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,12/1/2009,2009,2009H2,2009Q4,200912,"5,385",156,91,"9,476"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,1/1/2011,2011,2011H1,2011Q1,201101,"5,119","30,553",96,"10,616"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,1/1/2008,2008,2008H1,2008Q1,200801,"5,660","5,311",114,"11,953"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,9/1/2008,2008,2008H2,2008Q3,200809,"7,810","5,024",111,"11,016"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,12/1/2008,2008,2008H2,2008Q4,200812,"6,116","7,485",101,"11,103"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,"4,630","6,526",105,"11,158"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,5/1/2009,2009,2009H1,2009Q2,200905,"6,750","6,139",108,"10,930"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,10/1/2010,2010,2010H2,2010Q4,201010,"8,558","8,479",111,"12,415"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,4/1/2010,2010,2010H1,2010Q2,201004,"5,437","4,745",84,"8,518"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,3/1/2012,2012,2012H1,2012Q1,201203,88,0,1,140
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,9/1/2011,2011,2011H2,2011Q3,201109,105,0,1,108
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,4/1/2008,2008,2008H1,2008Q2,200804,262,0,2,378
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,4/1/2009,2009,2009H1,2009Q2,200904,127,43,3,246
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,9/1/2007,2007,2007H2,2007Q3,200709,106,0,2,273
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,10/1/2009,2009,2009H2,2009Q4,200910,224,0,1,224
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,12/1/2009,2009,2009H2,2009Q4,200912,0,"16,862",1,0
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,4/1/2012,2012,2012H1,2012Q2,201204,"5,066","10,500",73,"7,436"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,7/1/2011,2011,2011H2,2011Q3,201107,"6,512","7,507",109,"10,997"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,5/1/2011,2011,2011H1,2011Q2,201105,"9,111","11,549",115,"13,796"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,3/1/2007,2007,2007H1,2007Q1,200703,"7,200","6,288",115,"12,806"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,10/1/2007,2007,2007H2,2007Q4,200710,"9,397",408,125,"13,573"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,2/1/2008,2008,2008H1,2008Q1,200802,"6,634",508,104,"11,106"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,3/1/2008,2008,2008H1,2008Q1,200803,"7,658",867,111,"11,764"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,4/1/2008,2008,2008H1,2008Q2,200804,"8,726",368,111,"12,578"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,"8,308",70,111,"12,092"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,1/1/2008,2008,2008H1,2008Q1,200801,"7,124","1,342",114,"11,962"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,7/1/2009,2009,2009H2,2009Q3,200907,"6,361",0,104,"10,149"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,6/1/2010,2010,2010H1,2010Q2,201006,"7,844",79,111,"11,520"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,2/1/2010,2010,2010H1,2010Q1,201002,"4,996",28,92,"9,522"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,3/1/2012,2012,2012H1,2012Q1,201203,"4,853","10,191",72,"7,877"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,9/1/2011,2011,2011H2,2011Q3,201109,"8,397","33,816",112,"12,224"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,10/1/2007,2007,2007H2,2007Q4,200710,"10,249","5,579",132,"13,978"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,8/1/2007,2007,2007H2,2007Q3,200708,"9,231","5,834",138,"14,074"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,"7,102","6,098",107,"10,904"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,10/1/2009,2009,2009H2,2009Q4,200910,"8,283","14,809",109,"11,087"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,"6,116",0,97,"9,695"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,1/1/2011,2011,2011H1,2011Q1,201101,166,0,2,170
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,4/1/2011,2011,2011H1,2011Q2,201104,295,0,2,298
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,2/1/2008,2008,2008H1,2008Q1,200802,0,0,1,119
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,10/1/2008,2008,2008H2,2008Q4,200810,0,0,1,189
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,11/1/2010,2010,2010H2,2010Q4,201011,81,0,1,128
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,12/1/2010,2010,2010H2,2010Q4,201012,123,"32,514",6,189
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,11/1/2011,2011,2011H2,2011Q4,201111,"6,826","12,498",95,"10,929"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,2/1/2007,2007,2007H1,2007Q1,200702,"5,167","7,114",84,"9,298"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,4/1/2007,2007,2007H1,2007Q2,200704,"9,217","2,496",121,"13,028"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,11/1/2007,2007,2007H2,2007Q4,200711,"8,657",390,112,"12,745"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,7/1/2008,2008,2008H2,2008Q3,200807,"6,854",19,106,"11,665"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,2/1/2009,2009,2009H1,2009Q1,200902,"5,005",10,96,"10,065"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,12/1/2010,2010,2010H2,2010Q4,201012,"5,339",800,95,"10,229"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,3/1/2010,2010,2010H1,2010Q1,201003,"6,537",462,115,"11,746"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,"5,814",29,99,"10,479"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,6/1/2011,2011,2011H1,2011Q2,201106,"7,696","26,930",107,"12,043"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,3/1/2011,2011,2011H1,2011Q1,201103,"8,009","29,440",112,"12,344"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,2/1/2007,2007,2007H1,2007Q1,200702,"5,229","557,778",95,"9,329"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,3/1/2007,2007,2007H1,2007Q1,200703,"7,851","536,002",128,"12,806"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,7/1/2008,2008,2008H2,2008Q3,200807,"8,095","7,432",105,"11,598"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,7/1/2009,2009,2009H2,2009Q3,200907,"7,998","10,156",104,"10,149"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,9/1/2010,2010,2010H2,2010Q3,201009,"8,137","4,346",107,"11,700"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,2/1/2010,2010,2010H1,2010Q1,201002,"5,142","2,499",93,"9,604"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,3/1/2009,2009,2009H1,2009Q1,200903,0,0,1,0
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,6/1/2012,2012,2012H1,2012Q2,201206,"5,129","15,292",72,"7,736"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,10/1/2011,2011,2011H2,2011Q4,201110,"8,173","11,308",112,"12,415"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,9/1/2011,2011,2011H2,2011Q3,201109,"8,978","16,958",112,"12,224"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,8/1/2007,2007,2007H2,2007Q3,200708,"10,980",437,138,"14,074"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,5/1/2008,2008,2008H1,2008Q2,200805,"8,301",260,114,"13,126"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,8/1/2008,2008,2008H2,2008Q3,200808,"7,065",191,95,"9,311"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,11/1/2010,2010,2010H2,2010Q4,201011,"7,174",80,101,"11,226"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,5/1/2010,2010,2010H1,2010Q2,201005,"7,969",136,110,"11,512"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,9/1/2010,2010,2010H2,2010Q3,201009,"8,376",9,107,"11,700"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,12/1/2011,2011,2011H2,2011Q4,201112,"7,031","33,456",93,"10,450"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,2/1/2011,2011,2011H1,2011Q1,201102,"6,127","22,737",95,"10,498"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,7/1/2007,2007,2007H2,2007Q3,200707,"10,848","5,977",138,"14,092"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,11/1/2007,2007,2007H2,2007Q4,200711,"8,414","11,793",116,"12,631"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,2/1/2008,2008,2008H1,2008Q1,200802,"6,824","7,634",105,"11,106"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,11/1/2008,2008,2008H2,2008Q4,200811,"6,952","7,794",105,"11,574"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,10/1/2008,2008,2008H2,2008Q4,200810,"8,345","7,876",115,"12,175"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,7/1/2011,2011,2011H2,2011Q3,201107,0,0,2,419
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,9/1/2007,2007,2007H2,2007Q3,200709,96,0,1,128
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,10/1/2010,2010,2010H2,2010Q4,201010,0,0,1,0
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,3/1/2012,2012,2012H1,2012Q1,201203,185,0,2,285
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,4/1/2007,2007,2007H1,2007Q2,200704,140,0,2,351
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,0,0,1,0
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,4/1/2009,2009,2009H1,2009Q2,200904,127,"2,364",3,246
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,206,"3,873",5,425
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,1/1/2012,2012,2012H1,2012Q1,201201,"5,700","15,706",92,"10,290"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,7/1/2007,2007,2007H2,2007Q3,200707,"9,207",293,133,"14,092"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,11/1/2008,2008,2008H2,2008Q4,200811,"7,356",41,105,"11,574"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,8/1/2010,2010,2010H2,2010Q3,201008,"8,085",344,104,"10,544"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,4/1/2010,2010,2010H1,2010Q2,201004,"5,203",43,84,"8,518"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,5/1/2012,2012,2012H1,2012Q2,201205,"5,492","10,250",75,"7,984"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,4/1/2012,2012,2012H1,2012Q2,201204,"5,163","10,320",73,"7,496"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,8/1/2011,2011,2011H2,2011Q3,201108,"6,035","25,480",111,"11,222"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,4/1/2011,2011,2011H1,2011Q2,201104,"8,096","41,859",107,"12,452"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,6/1/2007,2007,2007H1,2007Q2,200706,"9,842","5,969",132,"14,289"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,8/1/2008,2008,2008H2,2008Q3,200808,"5,682","8,016",95,"9,311"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,3/1/2009,2009,2009H1,2009Q1,200903,"6,505","7,333",111,"12,244"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,4/1/2009,2009,2009H1,2009Q2,200904,"6,985","3,678",103,"11,167"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,11/1/2010,2010,2010H2,2010Q4,201011,"6,782","9,131",102,"11,323"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,12/1/2010,2010,2010H2,2010Q4,201012,"6,531","10,631",95,"10,229"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,7/1/2010,2010,2010H2,2010Q3,201007,"8,820","3,053",104,"10,638"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,12/1/2008,2008,2008H2,2008Q4,200812,0,0,1,0
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,3/1/2008,2008,2008H1,2008Q1,200803,0,0,1,152
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,9/1/2008,2008,2008H2,2008Q3,200809,7,0,1,119
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,11/1/2008,2008,2008H2,2008Q4,200811,178,0,1,180
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,2/1/2012,2012,2012H1,2012Q1,201202,"3,621","1,904",59,"6,803"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,1/1/2011,2011,2011H1,2011Q1,201101,"5,994","13,696",96,"10,616"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,4/1/2011,2011,2011H1,2011Q2,201104,"7,719","8,378",107,"12,428"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,6/1/2007,2007,2007H1,2007Q2,200706,"9,772","1,826",128,"14,289"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,12/1/2008,2008,2008H2,2008Q4,200812,"4,918",0,100,"11,021"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,11/1/2009,2009,2009H2,2009Q4,200911,"7,856",217,104,"11,003"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,10/1/2010,2010,2010H2,2010Q4,201010,"8,341",2,111,"12,415"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,6/1/2012,2012,2012H1,2012Q2,201206,"5,390","10,518",72,"7,726"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,4/1/2008,2008,2008H1,2008Q2,200804,"8,750","12,156",111,"12,790"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,9/1/2009,2009,2009H2,2009Q3,200909,"7,397","7,790",108,"10,688"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,11/1/2009,2009,2009H2,2009Q4,200911,"7,488","13,428",105,"11,085"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,"4,419","6,019",99,"10,479"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,10/1/2007,2007,2007H2,2007Q4,200710,142,0,1,183
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,7/1/2007,2007,2007H2,2007Q3,200707,0,0,1,132
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,11/1/2008,2008,2008H2,2008Q4,200811,180,0,1,180
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,289,0,5,425
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,12/1/2010,2010,2010H2,2010Q4,201012,48,"51,073",6,189
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,6/1/2011,2011,2011H1,2011Q2,201106,"8,066","11,650",107,"12,043"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,2/1/2011,2011,2011H1,2011Q1,201102,"5,861","8,550",95,"10,498"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,5/1/2009,2009,2009H1,2009Q2,200905,"6,617",0,108,"10,928"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,"8,007",0,97,"9,695"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,7/1/2010,2010,2010H2,2010Q3,201007,"6,342",140,104,"10,638"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,11/1/2011,2011,2011H2,2011Q4,201111,"6,324","33,115",95,"10,929"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,7/1/2011,2011,2011H2,2011Q3,201107,"8,003","25,144",109,"10,997"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,1/1/2007,2007,2007H1,2007Q1,200701,"4,310","598,235",95,"8,951"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,5/1/2011,2011,2011H1,2011Q2,201105,"9,148","35,612",115,"13,798"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,5/1/2007,2007,2007H1,2007Q2,200705,"9,927","6,485",137,"14,754"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,12/1/2007,2007,2007H2,2007Q4,200712,"7,676","6,014",110,"11,161"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,9/1/2007,2007,2007H2,2007Q3,200709,"9,414","6,330",131,"13,488"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,2/1/2009,2009,2009H1,2009Q1,200902,"4,955","9,207",96,"10,065"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,12/1/2009,2009,2009H2,2009Q4,200912,"6,765","6,344",92,"9,597"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,8/1/2010,2010,2010H2,2010Q3,201008,"6,718","4,147",105,"10,626"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,3/1/2010,2010,2010H1,2010Q1,201003,"7,255","4,874",115,"11,746"
Brussels,Commercial,Brussels,,Belgium,Incoming,Scheduled,5/1/2010,2010,2010H1,2010Q2,201005,"8,340","4,842",110,"11,512"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,4/1/2007,2007,2007H1,2007Q2,200704,141,0,1,189
Brussels,Commercial,Brussels,,Belgium,Outgoing,Non Scheduled,11/1/2010,2010,2010H2,2010Q4,201011,69,0,1,148
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,1/1/2011,2011,2011H1,2011Q1,201101,165,0,1,170
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,10/1/2007,2007,2007H2,2007Q4,200710,0,0,1,183
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,12/1/2007,2007,2007H2,2007Q4,200712,29,0,1,102
Brussels,Commercial,Brussels,,Belgium,Incoming,Non Scheduled,4/1/2008,2008,2008H1,2008Q2,200804,131,0,3,549
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,5/1/2012,2012,2012H1,2012Q2,201205,"5,315","9,282",75,"7,984"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,3/1/2012,2012,2012H1,2012Q1,201203,"4,477","17,331",72,"7,877"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,12/1/2011,2011,2011H2,2011Q4,201112,"5,087","12,459",93,"10,450"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,8/1/2011,2011,2011H2,2011Q3,201108,"7,680","10,407",111,"11,222"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,1/1/2007,2007,2007H1,2007Q1,200701,"5,362","7,343",87,"8,922"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,9/1/2007,2007,2007H2,2007Q3,200709,"10,649",545,128,"13,633"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,12/1/2007,2007,2007H2,2007Q4,200712,"6,098",409,107,"11,161"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,9/1/2008,2008,2008H2,2008Q3,200809,"8,582",33,112,"11,137"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,10/1/2008,2008,2008H2,2008Q4,200810,"8,140",35,115,"12,175"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,"5,797",700,106,"11,158"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,9/1/2009,2009,2009H2,2009Q3,200909,"7,866",17,108,"10,688"
Brussels,Commercial,Brussels,,Belgium,Outgoing,Scheduled,10/1/2009,2009,2009H2,2009Q4,200910,"8,096",1,109,"11,087"
